schema_variant,retriever,query_mode,case_id,db_id,question,search_expressions,table_recall_at_5,column_recall_at_10,mrr_table,mrr_column,planner_latency_ms,query_embedding_ms,keyword_recall_ms,vector_recall_ms,merge_ms,rerank_ms,retrieval_only_ms,query_preprocess_ms,e2e_ms,vector_available,db_search_call_count,failure_class,failure_reason
ai_enriched,vector,multi,spider_concert_singer_001,concert_singer,How many singers do we have?,"[""singer"", ""singers count"", ""number of singers"", ""singer table""]",True,True,0.3333,0.0,21832.129,1828.827,0.0,48.486,0.325,0.0,1877.528,23660.956,23709.657,True,4,none,
ai_enriched,vector,multi,spider_pets_1_002,pets_1,Find the number of pets whose weight is heavier than 10.,"[""pets weight"", ""pet weight > 10"", ""number of pets"", ""heavier than 10""]",True,True,1.0,0.5,911.922,1795.866,0.0,36.176,0.217,0.0,1832.301,2707.788,2744.223,True,4,none,
ai_enriched,vector,multi,spider_car_1_003,car_1,How many continents are there?,"[""continents"", ""continent count"", ""number of continents"", ""continent""]",True,True,1.0,0.0,881.501,1818.397,0.0,56.8,0.349,0.0,1875.448,2699.898,2756.949,True,4,none,
ai_enriched,vector,multi,spider_concert_singer_004,concert_singer,What is the total number of singers?,"[""singer count"", ""total singers"", ""singer"", ""num_singers""]",True,True,0.5,0.0,738.515,1721.54,0.0,48.921,0.384,0.0,1770.703,2460.055,2509.218,True,4,none,
ai_enriched,vector,multi,spider_pets_1_005,pets_1,How many pets have a greater weight than 10?,"[""pets weight"", ""pet weight > 10"", ""animal weight"", ""pets count weight""]",True,True,1.0,0.5,830.329,1719.34,0.0,41.984,0.258,0.0,1761.593,2549.669,2591.922,True,4,none,
ai_enriched,vector,multi,spider_car_1_006,car_1,What is the number of continents?,"[""continent"", ""number of continents"", ""continents count"", ""continent_id""]",True,True,1.0,0.0,761.065,1802.439,0.0,57.67,0.267,0.0,1860.301,2563.504,2621.366,True,4,none,
ai_enriched,vector,multi,spider_concert_singer_007,concert_singer,"Show name, country, age for all singers ordered by age from the oldest to the youngest.","[""singer name country age"", ""singers table columns"", ""age descending order"", ""singer demographics""]",True,False,1.0,0.3333,867.874,1855.15,0.0,51.277,0.293,0.0,1906.635,2723.024,2774.509,True,4,retrieval_miss,task not solved
ai_enriched,vector,multi,spider_pets_1_008,pets_1,Find the weight of the youngest dog.,"[""weight"", ""youngest dog"", ""age"", ""dog""]",True,True,1.0,0.5,743.602,1879.262,0.0,40.702,0.221,0.0,1920.197,2622.864,2663.799,True,4,none,
ai_enriched,vector,multi,spider_car_1_009,car_1,"How many countries does each continent have? List the continent id, continent name and the number of countries.","[""continent country count"", ""continent_id continent_name countries"", ""continent country relationship""]",True,True,1.0,1.0,816.39,1467.904,0.0,46.029,0.227,0.0,1514.11,2284.294,2330.5,True,3,none,
ai_enriched,vector,multi,spider_concert_singer_010,concert_singer,"What are the names, countries, and ages for every singer in descending order of age?","[""singer name country age"", ""singers table columns"", ""age descending order"", ""singer demographics""]",True,False,1.0,0.3333,834.344,1705.543,0.0,46.729,0.266,0.0,1752.545,2539.887,2586.889,True,4,retrieval_miss,task not solved
ai_enriched,vector,multi,spider_pets_1_011,pets_1,How much does the youngest dog weigh?,"[""youngest dog weight"", ""dog age weight"", ""pets age weight"", ""animal youngest weight""]",True,True,1.0,0.5,969.662,1877.205,0.0,42.332,0.231,0.0,1919.794,2846.867,2889.456,True,4,none,
ai_enriched,vector,multi,spider_car_1_012,car_1,"For each continent, list its id, name, and how many countries it has?","[""continent id name country count"", ""continent countries"", ""continent_id continent_name country_count"", ""continents countries""]",True,True,1.0,0.3333,839.056,1721.981,0.0,54.457,0.252,0.0,1776.699,2561.037,2615.755,True,4,none,
ai_enriched,hybrid,single,spider_concert_singer_001,concert_singer,How many singers do we have?,"[""How many singers do we have?""]",False,True,0.1667,0.0,0.0,451.806,4.008,10.797,0.184,0.0,466.824,451.806,466.824,True,1,retrieval_miss,missing expected tables in retrieval: singer
ai_enriched,hybrid,single,spider_pets_1_002,pets_1,Find the number of pets whose weight is heavier than 10.,"[""Find the number of pets whose weight is heavier than 10.""]",True,True,1.0,0.5,0.0,421.766,7.083,7.104,0.167,0.0,436.161,421.766,436.161,True,1,none,
ai_enriched,hybrid,single,spider_car_1_003,car_1,How many continents are there?,"[""How many continents are there?""]",True,True,1.0,0.0,0.0,417.173,3.754,13.815,0.281,0.0,434.973,417.173,434.973,True,1,none,
ai_enriched,hybrid,single,spider_concert_singer_004,concert_singer,What is the total number of singers?,"[""What is the total number of singers?""]",True,True,1.0,0.0,0.0,445.269,4.603,13.777,0.308,0.0,463.998,445.269,463.998,True,1,none,
ai_enriched,hybrid,single,spider_pets_1_005,pets_1,How many pets have a greater weight than 10?,"[""How many pets have a greater weight than 10?""]",True,True,1.0,0.5,0.0,445.703,7.247,8.051,0.18,0.0,461.198,445.703,461.198,True,1,none,
ai_enriched,hybrid,single,spider_car_1_006,car_1,What is the number of continents?,"[""What is the number of continents?""]",True,True,1.0,0.0,0.0,443.43,5.233,15.937,0.305,0.0,464.906,443.43,464.906,True,1,none,
ai_enriched,hybrid,single,spider_concert_singer_007,concert_singer,"Show name, country, age for all singers ordered by age from the oldest to the youngest.","[""Show name, country, age for all singers ordered by age from the oldest to the youngest.""]",True,True,1.0,1.0,0.0,471.13,9.524,10.287,0.257,0.0,491.225,471.13,491.225,True,1,none,
ai_enriched,hybrid,single,spider_pets_1_008,pets_1,Find the weight of the youngest dog.,"[""Find the weight of the youngest dog.""]",True,True,1.0,1.0,0.0,407.932,4.328,7.149,0.134,0.0,419.613,407.932,419.613,True,1,none,
ai_enriched,hybrid,single,spider_car_1_009,car_1,"How many countries does each continent have? List the continent id, continent name and the number of countries.","[""How many countries does each continent have? List the continent id, continent name and the number of countries.""]",True,True,1.0,0.3333,0.0,436.981,10.811,12.95,0.252,0.0,461.029,436.981,461.029,True,1,none,
ai_enriched,hybrid,single,spider_concert_singer_010,concert_singer,"What are the names, countries, and ages for every singer in descending order of age?","[""What are the names, countries, and ages for every singer in descending order of age?""]",True,False,1.0,0.3333,0.0,413.14,8.017,10.327,0.24,0.0,431.727,413.14,431.727,True,1,retrieval_miss,task not solved
ai_enriched,hybrid,single,spider_pets_1_011,pets_1,How much does the youngest dog weigh?,"[""How much does the youngest dog weigh?""]",True,True,1.0,0.5,0.0,465.45,4.041,7.778,0.137,0.0,477.411,465.45,477.411,True,1,none,
ai_enriched,hybrid,single,spider_car_1_012,car_1,"For each continent, list its id, name, and how many countries it has?","[""For each continent, list its id, name, and how many countries it has?""]",True,True,1.0,0.3333,0.0,433.655,9.62,12.878,0.249,0.0,456.417,433.655,456.417,True,1,none,
ai_enriched,hybrid,multi,spider_concert_singer_001,concert_singer,How many singers do we have?,"[""singer"", ""singers count"", ""number of singers"", ""singer table""]",True,True,1.0,0.0,21832.129,1692.159,9.179,47.604,0.774,0.0,1749.598,23524.288,23581.727,True,4,none,
ai_enriched,hybrid,multi,spider_pets_1_002,pets_1,Find the number of pets whose weight is heavier than 10.,"[""pets weight"", ""pet weight > 10"", ""number of pets"", ""heavier than 10""]",True,True,1.0,0.5,911.922,1652.43,10.95,32.095,0.648,0.0,1696.061,2564.352,2607.983,True,4,none,
ai_enriched,hybrid,multi,spider_car_1_003,car_1,How many continents are there?,"[""continents"", ""continent count"", ""number of continents"", ""continent""]",True,True,1.0,0.0,881.501,1629.773,10.586,50.091,0.802,0.0,1691.208,2511.274,2572.709,True,4,none,
ai_enriched,hybrid,multi,spider_concert_singer_004,concert_singer,What is the total number of singers?,"[""singer count"", ""total singers"", ""singer"", ""num_singers""]",True,True,1.0,0.0,738.515,1790.822,8.409,44.154,0.726,0.0,1844.068,2529.337,2582.583,True,4,none,
ai_enriched,hybrid,multi,spider_pets_1_005,pets_1,How many pets have a greater weight than 10?,"[""pets weight"", ""pet weight > 10"", ""animal weight"", ""pets count weight""]",True,True,1.0,0.5,830.329,1707.791,10.231,32.394,0.709,0.0,1750.944,2538.12,2581.273,True,4,none,
ai_enriched,hybrid,multi,spider_car_1_006,car_1,What is the number of continents?,"[""continent"", ""number of continents"", ""continents count"", ""continent_id""]",True,True,1.0,0.0,761.065,1639.075,9.862,49.732,0.968,0.0,1699.523,2400.14,2460.588,True,4,none,
ai_enriched,hybrid,multi,spider_concert_singer_007,concert_singer,"Show name, country, age for all singers ordered by age from the oldest to the youngest.","[""singer name country age"", ""singers table columns"", ""age descending order"", ""singer demographics""]",True,False,1.0,0.5,867.874,1584.763,13.089,45.06,0.837,0.0,1643.629,2452.637,2511.503,True,4,retrieval_miss,task not solved
ai_enriched,hybrid,multi,spider_pets_1_008,pets_1,Find the weight of the youngest dog.,"[""weight"", ""youngest dog"", ""age"", ""dog""]",True,True,1.0,0.5,743.602,1711.612,7.808,34.71,0.546,0.0,1754.628,2455.214,2498.23,True,4,none,
ai_enriched,hybrid,multi,spider_car_1_009,car_1,"How many countries does each continent have? List the continent id, continent name and the number of countries.","[""continent country count"", ""continent_id continent_name countries"", ""continent country relationship""]",True,True,1.0,0.3333,816.39,1265.646,9.276,37.02,0.663,0.0,1312.73,2082.036,2129.12,True,3,none,
ai_enriched,hybrid,multi,spider_concert_singer_010,concert_singer,"What are the names, countries, and ages for every singer in descending order of age?","[""singer name country age"", ""singers table columns"", ""age descending order"", ""singer demographics""]",True,False,1.0,0.5,834.344,1596.286,12.248,44.263,0.784,0.0,1653.544,2430.63,2487.888,True,4,retrieval_miss,task not solved
ai_enriched,hybrid,multi,spider_pets_1_011,pets_1,How much does the youngest dog weigh?,"[""youngest dog weight"", ""dog age weight"", ""pets age weight"", ""animal youngest weight""]",True,True,1.0,1.0,969.662,1629.968,13.209,35.47,0.61,0.0,1679.261,2599.63,2648.923,True,4,none,
ai_enriched,hybrid,multi,spider_car_1_012,car_1,"For each continent, list its id, name, and how many countries it has?","[""continent id name country count"", ""continent countries"", ""continent_id continent_name country_count"", ""continents countries""]",True,True,1.0,0.3333,839.056,1594.069,14.228,50.722,0.85,0.0,1659.788,2433.125,2498.844,True,4,none,
